ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_Civil,Num_Hijos,Propietario_Vivienda,Compra_Realizada
1740,32,62521.26989487323,F,Maestría,Divorciado,1,Sí,No
1741,49,63706.57432078378,M,Bachillerato,Soltero,0,Sí,No
1742,28,26814.053199639002,M,Universitario,Soltero,4,Sí,No
1743,40,73847.58467271026,F,Bachillerato,nan,3,No,Sí
1744,43,58611.06831341002,M,Bachillerato,Divorciado,2,Sí,Sí
1745,51,,n,Bachillerato,Soltero,4,No,No
1746,63,29868.083772723276,F,Maestría,Soltero,4,No,Sí
1747,51,29512.637668768417,F,Bachillerato,Soltero,4,Sí,No
1748,46,47765.46035349055,M,Maestría,Soltero,4,Sí,No
1749,21,57541.766403427915,F,Bachillerato,Casado,3,No,Sí
1750,34,76945.41234390446,n,Maestría,Soltero,3,No,No
1751,52,60591.18370722697,M,Bachillerato,Casado,2,Sí,Sí
1752,30,46359.7808478195,M,nan,Divorciado,3,Sí,No
1753,58,34604.46188501162,n,Universitario,Casado,3,No,No
1754,56,68450.00859078726,M,Universitario,Divorciado,0,No,Sí
1755,32,,M,Bachillerato,Casado,0,Sí,No
1756,46,74427.02832158483,F,Bachillerato,Divorciado,1,No,No
1757,46,45734.23025590236,F,Bachillerato,Soltero,2,No,No
1758,28,73858.73108926776,F,Bachillerato,Casado,0,Sí,Sí
1759,49,60183.96935088917,M,nan,Casado,2,Sí,Sí
1760,19,47945.06765836313,M,Maestría,Divorciado,2,No,Sí
1761,64,42209.0544226081,M,Bachillerato,Divorciado,4,No,Sí
1762,31,44886.381839808804,n,Universitario,Casado,2,Sí,Sí
1763,37,56424.75038562856,M,Bachillerato,Divorciado,4,No,No
1764,39,51157.34744326575,M,Bachillerato,Soltero,1,Sí,Sí
1765,28,41092.82887896942,F,Maestría,Casado,1,No,Sí
1766,44,47515.528845235516,F,Bachillerato,Soltero,1,Sí,No
1767,20,51178.65544578725,F,nan,Casado,4,No,No
1768,34,18068.98858377782,M,Maestría,Soltero,4,No,Sí
1769,61,56872.52172183048,F,Maestría,nan,1,No,No
1770,45,35304.1816292479,M,Maestría,Divorciado,4,Sí,No
1771,46,32700.013951913825,M,Maestría,Casado,3,Sí,No
1772,38,24689.834793339345,F,Universitario,Soltero,3,Sí,Sí
1773,64,23091.612531981646,F,Universitario,Casado,4,No,No
1774,33,,F,nan,Soltero,4,No,No
1775,54,39364.68563554264,F,nan,Soltero,0,Sí,Sí
1776,37,79298.88706289852,F,Maestría,Soltero,0,Sí,No
1777,23,42111.804861571945,M,Maestría,Divorciado,2,No,No
1778,36,52666.25159402047,M,Universitario,nan,2,No,Sí
1779,22,56007.22079759493,M,Bachillerato,Soltero,2,No,Sí
1780,20,51965.97779323773,F,nan,Divorciado,1,No,Sí
1781,18,48838.34808911009,M,Bachillerato,Soltero,3,Sí,No
1782,55,32070.59354601133,F,Universitario,Casado,1,Sí,Sí
1783,32,71763.91322418817,F,Bachillerato,Divorciado,4,No,Sí
1784,51,77107.94965456828,M,Bachillerato,Soltero,0,No,No
1785,52,24760.119588159712,M,Bachillerato,nan,4,No,No
1786,42,34639.57113670431,F,Maestría,Soltero,4,Sí,No
1787,41,45802.84486434491,M,Universitario,Casado,0,Sí,No
1788,29,35531.93307634713,F,Maestría,Divorciado,4,No,No
1789,35,57589.48330183798,M,Maestría,Divorciado,2,No,Sí
1790,32,39075.9169639008,M,Universitario,Divorciado,0,No,Sí
1791,61,82475.84101709904,M,Maestría,Soltero,4,No,Sí
1792,33,67858.22891515394,M,Bachillerato,Divorciado,2,No,No
1793,44,53188.61045948322,M,Bachillerato,Soltero,2,No,Sí
1794,25,65404.79394979598,F,Bachillerato,Casado,3,Sí,No
1795,63,66588.50636535963,M,nan,Divorciado,2,Sí,No
1796,42,41540.787679126355,n,Universitario,nan,1,Sí,Sí
1797,34,37756.74133187053,M,Maestría,Divorciado,0,No,Sí
1798,46,51172.14594454471,n,Maestría,Divorciado,0,No,No
1799,25,62924.54186746916,F,Bachillerato,Casado,0,No,No
1800,32,52085.90597980127,F,Bachillerato,Divorciado,4,Sí,Sí
1801,44,26345.052767135043,F,Maestría,Casado,4,No,Sí
1802,63,37957.63334073737,F,Universitario,Divorciado,1,Sí,No
1803,24,48890.40704608433,M,nan,Divorciado,2,No,No
1804,20,48865.01593511255,n,nan,nan,4,No,No
1805,46,79588.13265184712,M,Bachillerato,Divorciado,2,No,No
1806,61,29210.18086401503,F,nan,Divorciado,2,Sí,Sí
1807,41,57583.83862753812,F,Maestría,Divorciado,4,Sí,Sí
1808,20,72336.69662492434,M,Universitario,Casado,4,Sí,No
1809,37,84071.74618134194,F,Universitario,Casado,1,No,No
1810,63,43934.03865224058,n,Bachillerato,Soltero,3,Sí,Sí
1811,32,57371.44179080299,F,Maestría,Divorciado,0,No,No
1812,42,58546.405357979704,M,nan,Casado,4,No,No
1813,47,52932.22597329936,M,Maestría,Divorciado,4,Sí,No
1814,31,48517.32198141041,F,Bachillerato,Divorciado,2,Sí,No
1815,24,56539.63084250069,F,Bachillerato,Casado,3,No,No
1816,34,12016.308721704721,n,Maestría,Divorciado,4,No,No
1817,61,60231.04235093947,F,Maestría,Casado,3,No,Sí
1818,37,51892.66855492951,M,Bachillerato,Casado,0,No,No
1819,53,46662.87654832602,F,Maestría,Soltero,2,Sí,Sí
1820,26,80702.93293579336,M,Bachillerato,Soltero,1,Sí,Sí
1821,55,,M,Maestría,nan,0,Sí,Sí
1822,39,,M,Bachillerato,Soltero,3,No,No
1823,19,79873.29953307101,F,Bachillerato,Divorciado,3,No,No
1824,41,37519.08042725215,M,Bachillerato,Divorciado,0,No,No
1825,25,41748.27075595192,M,Universitario,Soltero,3,Sí,Sí
1826,28,47794.61864853725,F,Maestría,nan,1,No,Sí
1827,30,62611.01723194324,F,Bachillerato,Casado,1,No,No
1828,34,53117.0376102997,n,Universitario,Casado,3,Sí,No
1829,25,30610.61979271606,n,Bachillerato,Casado,3,Sí,Sí
1830,38,42017.47155309216,F,Universitario,nan,1,No,Sí
1831,35,40889.68350181683,M,Bachillerato,Casado,3,Sí,Sí
1832,47,48841.68432165431,M,Bachillerato,Casado,4,No,No
1833,35,56387.65487944744,F,Universitario,Soltero,2,Sí,Sí
1834,63,56273.08633831958,M,Universitario,Casado,4,No,Sí
1835,64,23359.823689273966,M,Maestría,Divorciado,3,Sí,Sí
1836,48,65959.11481341285,M,Maestría,Casado,3,Sí,No
1837,55,53788.53268994935,n,Universitario,Casado,2,Sí,No
1838,49,70767.98071390859,F,Maestría,Divorciado,3,Sí,No
1839,28,56662.97490936008,M,Universitario,Soltero,2,No,Sí
1840,62,66519.84436603643,F,Maestría,Divorciado,1,No,Sí
1841,42,56998.1796717519,M,Bachillerato,Soltero,2,Sí,Sí
1842,50,70193.38634304123,n,nan,Casado,2,No,Sí
1843,55,57833.75954026668,n,Bachillerato,nan,4,Sí,No
1844,58,48531.271303356436,M,Bachillerato,Soltero,3,Sí,Sí
1845,25,84086.52080670322,n,nan,Soltero,1,No,Sí
1846,28,63335.55683419838,M,Universitario,Casado,0,No,No
1847,39,58606.1663150662,M,Bachillerato,nan,2,No,Sí
1848,41,30855.43375192496,M,Bachillerato,Soltero,0,No,Sí
1849,58,30675.385738046934,M,Maestría,Casado,3,No,Sí
1850,34,54390.732232127804,F,nan,Divorciado,2,No,No
1851,29,52182.81796652361,F,Universitario,Divorciado,0,No,Sí
1852,63,40788.16152487526,F,Maestría,Divorciado,4,Sí,No
1853,49,52114.7404941809,M,Universitario,nan,0,No,Sí
1854,32,73829.40392065395,M,nan,Casado,4,Sí,No
1855,33,60431.03711825448,M,Maestría,Divorciado,1,No,No
1856,39,32884.872353708924,F,Maestría,Soltero,3,No,No
1857,45,48327.367592855844,M,Bachillerato,Divorciado,0,Sí,Sí
1858,37,37925.50278721159,F,nan,Casado,2,Sí,Sí
1859,50,44184.50125387158,M,Bachillerato,Soltero,3,Sí,No
1860,27,43795.76501555536,n,Maestría,Soltero,0,Sí,No
1861,57,42835.31626093992,n,Bachillerato,nan,2,No,Sí
1862,49,31172.969420399077,F,Bachillerato,Soltero,2,No,No
1863,50,48085.179777227146,M,Bachillerato,Divorciado,2,Sí,Sí
1864,19,41590.88544729035,F,Maestría,Casado,2,Sí,Sí
1865,50,6058.26964996598,M,nan,Casado,0,No,No
1866,50,80794.58036752495,M,Maestría,Casado,1,No,No
1867,58,66331.54481325008,F,Bachillerato,Casado,4,Sí,Sí
1868,30,44355.48912612506,M,Universitario,Soltero,4,No,Sí
1869,47,50282.28574610897,M,Bachillerato,Casado,4,No,Sí
1870,50,32425.184790236573,M,Bachillerato,Casado,1,Sí,No
1871,30,75435.84316716298,M,Maestría,Soltero,2,Sí,Sí
1872,43,78459.33042159668,n,Maestría,nan,2,Sí,No
1873,39,52350.40592369787,F,Bachillerato,Soltero,3,Sí,No
1874,56,65352.959662780166,M,Bachillerato,Soltero,4,No,Sí
1875,19,52629.30168400886,n,Universitario,Casado,4,Sí,No
1876,55,29949.11841686104,F,Universitario,nan,2,No,No
1877,56,43822.64946554514,M,Maestría,Casado,4,No,No
1878,43,51978.91950157936,F,Universitario,Divorciado,2,No,No
1879,63,43181.784218848334,M,Universitario,nan,2,No,Sí
1880,32,46720.20083847446,n,Maestría,nan,2,Sí,Sí
1881,51,48629.00663736328,F,Universitario,Casado,0,No,No
1882,59,48786.82253201808,n,Bachillerato,Casado,0,Sí,No
1883,61,50783.87735746225,F,nan,Divorciado,0,No,No
1884,57,34090.92400405099,M,Maestría,Casado,0,Sí,No
1885,28,39244.757763080954,M,Bachillerato,Divorciado,1,No,No
1886,20,30731.23601450046,F,Universitario,Soltero,3,No,Sí
1887,23,64667.233245293006,F,Bachillerato,Divorciado,3,Sí,Sí
1888,26,18415.29587239513,F,Bachillerato,Divorciado,2,Sí,Sí
1889,23,67303.85514975389,n,Universitario,Divorciado,4,Sí,Sí
1890,26,70795.24095894265,M,Universitario,Divorciado,0,Sí,No
1891,56,45467.29119526068,F,Maestría,nan,3,No,No
1892,48,10952.943682590521,F,Maestría,Soltero,3,No,Sí
1893,49,44580.341570490644,F,Bachillerato,Soltero,0,No,Sí
1894,58,49037.23758066771,F,Maestría,Divorciado,1,No,Sí
1895,29,34841.0267010663,F,nan,Soltero,1,No,No
1896,25,42271.72409287636,F,Bachillerato,Casado,3,Sí,No
1897,25,72952.92798295026,F,Maestría,Soltero,1,Sí,No
1898,45,59973.90743452612,M,Maestría,Divorciado,0,No,Sí
1899,37,36131.538284328504,F,Maestría,Casado,3,Sí,Sí
1900,64,26036.012456068518,F,Universitario,nan,0,No,No
1901,24,45094.74023585343,n,Bachillerato,Casado,1,No,No
1902,28,46798.148309743425,M,Bachillerato,Divorciado,0,Sí,No
1903,37,57442.98781044975,M,Bachillerato,Divorciado,1,No,Sí
1904,33,41970.24931148512,n,Maestría,Casado,1,Sí,No
1905,21,57672.49363042792,F,Maestría,Soltero,0,No,No
1906,23,79027.31060090344,F,Maestría,Casado,1,Sí,Sí
1907,39,62232.51533666394,F,Maestría,Casado,2,No,No
1908,43,,n,Maestría,Casado,0,No,No
1909,20,47252.74293420058,F,Universitario,Casado,2,Sí,No
1910,58,44649.90298730193,M,Maestría,nan,0,No,No
1911,59,67709.61368678216,M,Bachillerato,Divorciado,1,No,Sí
1912,31,40590.29831073046,M,Maestría,Divorciado,1,Sí,No
1913,28,50678.34063499974,M,Bachillerato,Soltero,3,Sí,Sí
1914,35,50767.96852821628,M,Maestría,Soltero,3,Sí,No
1915,29,42473.23710782702,F,Maestría,Casado,2,No,Sí
1916,40,29413.016781738486,F,Bachillerato,Soltero,1,Sí,No
1917,29,54844.61755426502,M,Bachillerato,Soltero,3,Sí,No
1918,30,49084.940422169246,F,Bachillerato,Casado,1,Sí,Sí
1919,42,57503.607041548545,F,Bachillerato,Divorciado,0,No,No
1920,62,41995.9954034125,M,Universitario,Divorciado,3,Sí,No
1921,36,68312.31948219571,M,Bachillerato,Soltero,2,No,Sí
1922,63,36848.393281822326,F,Maestría,Divorciado,3,No,No
1923,53,75680.60426026839,F,Maestría,nan,1,Sí,No
1924,62,23785.452352576078,F,Universitario,Soltero,4,No,No
1925,25,56521.55096835337,n,Bachillerato,Casado,4,No,No
1926,46,57131.46023789935,M,Maestría,Soltero,1,No,No
1927,49,38066.643980886765,F,Universitario,Soltero,0,No,Sí
1928,61,56365.909067915185,M,Maestría,Soltero,3,No,Sí
1929,35,,M,Universitario,Casado,4,Sí,No
1930,23,16747.71740968903,F,Universitario,Casado,0,Sí,No
1931,35,57541.17211236222,F,Bachillerato,Casado,1,Sí,Sí
1932,36,12600.937695048837,F,Universitario,Casado,0,No,Sí
1933,39,35515.02794715188,M,Maestría,Soltero,1,Sí,Sí
1934,54,74437.49547351418,M,Maestría,nan,3,No,Sí
1935,49,41273.26949911919,M,Bachillerato,Soltero,0,No,Sí
1936,58,32391.80053386541,M,Bachillerato,Casado,3,No,Sí
1937,20,47030.93406522977,F,Universitario,Divorciado,0,No,No
1938,45,81018.59507245329,n,Bachillerato,Soltero,1,Sí,No
1939,27,,M,Maestría,Divorciado,1,No,No
1940,52,34230.351325409836,F,nan,Casado,0,Sí,No
1941,46,72461.4752476944,M,Bachillerato,Divorciado,1,Sí,No
1942,32,,M,Bachillerato,nan,2,No,Sí
1943,50,48448.53163564574,F,Bachillerato,Casado,2,Sí,Sí
1944,24,31414.209462100363,M,nan,Divorciado,3,Sí,Sí
1945,29,81437.65252713738,M,Universitario,Soltero,2,Sí,Sí
1946,47,73916.63587623795,M,Maestría,Divorciado,2,No,Sí
1947,38,60184.20481643349,M,Universitario,Soltero,4,No,Sí
1948,48,37813.9647659387,F,Universitario,Divorciado,4,No,No
1949,41,,M,Universitario,Divorciado,4,Sí,No
1950,37,47594.598784327536,F,nan,nan,4,Sí,Sí
1951,54,,M,Maestría,Casado,1,No,No
1952,21,,F,Bachillerato,nan,3,No,Sí
1953,45,63191.25561706105,F,Maestría,nan,3,Sí,No
1954,61,33839.35884522863,n,Universitario,Casado,2,No,Sí
1955,37,70647.44675029306,M,Bachillerato,Casado,3,No,Sí
1956,41,54696.98210019733,M,nan,Casado,2,Sí,No
1957,49,60305.98693788375,M,Bachillerato,Casado,3,Sí,Sí
1958,58,71998.11288917904,F,Maestría,Soltero,0,No,No
1959,53,33326.29625729674,M,Bachillerato,Soltero,0,No,No
1960,51,49462.61631940305,M,Maestría,Casado,3,No,Sí
1961,53,42028.18172961177,M,Maestría,Casado,1,No,Sí
1962,19,26482.108619518163,M,Universitario,Soltero,2,Sí,Sí
1963,32,55200.6496640738,F,Universitario,Divorciado,3,No,No
1964,51,87673.34827376634,F,Bachillerato,Soltero,2,No,No
1965,53,22398.833832413708,n,Bachillerato,Divorciado,4,Sí,Sí
1966,23,49515.79083425795,M,Universitario,Casado,3,Sí,Sí
1967,56,59608.144026121605,M,Maestría,Casado,1,Sí,Sí
1968,59,51846.17302484272,F,Maestría,Soltero,4,Sí,Sí
1969,29,,M,Universitario,nan,3,Sí,Sí
1970,20,30511.754548312638,F,Maestría,Divorciado,0,Sí,Sí
1971,62,,F,nan,Divorciado,3,Sí,Sí
1972,35,38648.5403447611,M,Universitario,Soltero,0,No,No
1973,57,17151.174425321697,M,Bachillerato,Divorciado,0,No,No
1974,38,67918.88330770595,M,Bachillerato,Soltero,3,Sí,Sí
1975,32,,n,Universitario,Soltero,3,No,Sí
1976,50,50774.914652766194,F,Bachillerato,Divorciado,0,No,No
1977,52,53436.12032308554,M,Universitario,Divorciado,2,Sí,Sí
1978,43,66114.77019073343,F,Maestría,Divorciado,4,Sí,No
1979,25,53365.09485167124,M,Maestría,Divorciado,1,Sí,No
1980,53,63560.26332141971,n,Maestría,nan,3,Sí,Sí
1981,47,45537.766986892246,F,Maestría,Divorciado,4,Sí,No
1982,40,69679.7560786092,F,Universitario,nan,4,No,No
1983,59,54811.785888990256,n,nan,Casado,2,No,Sí
1984,61,52910.77915408811,F,Maestría,Soltero,4,Sí,Sí
1985,31,,M,Maestría,Soltero,3,Sí,No
1986,31,54304.33781452563,M,Maestría,Divorciado,4,No,Sí
1987,19,37520.67623758323,M,Universitario,Soltero,3,No,No
1988,54,40425.75910207259,F,Maestría,Divorciado,3,No,No
1989,22,37769.36557525818,M,Bachillerato,Casado,0,Sí,No
1990,55,34006.476021511626,F,Bachillerato,Soltero,2,Sí,No
1991,62,81871.57104525442,F,Bachillerato,Soltero,1,No,No
1992,58,69970.08592982605,F,Bachillerato,Casado,0,Sí,No
1993,64,78805.51253216392,M,Bachillerato,nan,1,No,Sí
1994,31,31656.574706666543,F,Bachillerato,nan,3,Sí,Sí
1995,56,51068.806248663386,F,Universitario,Soltero,0,Sí,Sí
1996,42,30597.385621938563,F,nan,Soltero,4,No,Sí
1997,37,39564.57684204404,F,Maestría,Casado,4,No,No
1998,19,36228.09524875138,F,Bachillerato,Casado,1,Sí,No
1999,56,68593.76009662342,n,nan,Casado,3,No,No
2000,23,44056.5548284736,F,Bachillerato,Casado,1,Sí,No
2001,34,66025.69000541024,F,Maestría,Casado,2,No,No
2002,42,59061.81334382777,F,Maestría,Divorciado,4,No,Sí
2003,45,84554.58128157182,F,Universitario,Casado,0,Sí,Sí
2004,19,27808.33665290414,n,Universitario,nan,0,Sí,Sí
2005,52,68888.49859680198,F,Universitario,Soltero,0,Sí,No
2006,54,67196.61305601092,M,Universitario,Soltero,4,No,No
2007,22,,M,Bachillerato,Divorciado,3,No,Sí
2008,18,65107.00004709739,F,Bachillerato,Casado,4,Sí,No
2009,57,55042.17444539343,F,Maestría,Soltero,4,No,No
2010,29,46587.85610069888,F,Universitario,Casado,0,Sí,Sí
2011,53,37640.967695420004,M,Universitario,nan,4,Sí,No
2012,62,39213.35822826221,M,Bachillerato,Divorciado,0,Sí,Sí
2013,40,80747.18143678889,M,Universitario,Soltero,3,Sí,Sí
2014,64,50010.24228436224,F,Maestría,Soltero,2,Sí,Sí
2015,48,61731.95002297188,F,Maestría,Divorciado,0,No,Sí
2016,28,38136.5092749867,F,Universitario,Casado,1,No,No
2017,27,38302.20580667542,F,Maestría,Casado,2,Sí,No
2018,20,66229.77213874913,M,Maestría,nan,3,No,No
2019,31,29756.356826727017,F,Bachillerato,Divorciado,2,Sí,Sí
2020,33,43771.79348142093,M,Maestría,Divorciado,0,No,No
2021,27,50510.41116608348,n,Universitario,Casado,3,No,Sí
2022,46,51670.589027600785,F,Universitario,Casado,1,Sí,No
2023,27,47313.600724757656,M,Maestría,Divorciado,0,No,No
2024,29,55937.29671643885,M,Universitario,Soltero,0,Sí,Sí
2025,47,60392.836337267174,M,Bachillerato,nan,3,No,No
2026,58,61019.56318188995,M,Maestría,Divorciado,3,Sí,Sí
2027,18,35212.9428699826,F,Maestría,Divorciado,2,Sí,Sí
2028,22,45737.673531068045,F,Maestría,Divorciado,1,Sí,No
2029,37,67921.44292815407,M,Universitario,Soltero,2,Sí,No
2030,25,63419.70781360808,F,Universitario,Casado,2,Sí,No
2031,60,29407.10822778404,n,Maestría,Casado,0,Sí,No
2032,29,55272.19850528303,F,Universitario,Casado,3,No,Sí
2033,18,,F,Universitario,Soltero,0,Sí,Sí
2034,37,50704.02353090554,F,Maestría,nan,1,No,No
2035,45,78466.50525118965,n,nan,Casado,2,Sí,No
2036,60,35781.609240965205,F,Universitario,Casado,1,No,No
2037,54,37485.15431762627,M,Maestría,Casado,3,Sí,Sí
2038,64,,n,Maestría,Soltero,3,Sí,No
2039,54,26857.97727185531,M,Maestría,Divorciado,4,No,Sí
2040,29,,M,Maestría,Divorciado,1,Sí,No
2041,54,58946.61706372629,n,Universitario,Casado,0,Sí,No
2042,61,40485.712284658955,M,Maestría,nan,1,Sí,Sí
2043,45,46460.45019183543,F,Bachillerato,Casado,2,Sí,Sí
2044,64,61162.78565472552,M,Maestría,Soltero,3,No,No
2045,32,56323.19125304842,n,Bachillerato,Casado,3,Sí,Sí
2046,23,54002.27594443103,F,Maestría,Soltero,1,No,Sí
2047,61,44913.16581094942,F,Bachillerato,Casado,1,Sí,No
2048,37,55550.91672903433,n,Bachillerato,Casado,1,Sí,Sí
2049,31,48144.00979850365,F,Maestría,Divorciado,2,Sí,Sí
2050,19,56867.08414888677,M,Maestría,Casado,2,Sí,No
2051,26,42546.01962323033,F,Maestría,Soltero,0,No,No
2052,54,47261.46538430688,M,nan,Divorciado,1,Sí,Sí
2053,37,35150.63311171979,M,Universitario,nan,0,Sí,No
2054,43,49474.88584990646,M,Universitario,Divorciado,4,Sí,Sí
2055,46,37834.98704556733,M,nan,nan,2,No,Sí
2056,18,33289.303247570104,M,Universitario,Divorciado,3,No,Sí
2057,52,53879.91721783082,M,Universitario,Soltero,4,No,No
2058,23,53191.0966378649,F,Maestría,Soltero,3,No,Sí
2059,54,61743.10602422859,M,Bachillerato,Casado,4,Sí,Sí
2060,22,43533.116456373515,M,Maestría,Divorciado,0,Sí,Sí
2061,50,,M,Universitario,nan,0,No,No
2062,31,58261.963584104946,F,Bachillerato,Casado,2,Sí,No
2063,29,56671.60711747392,F,Universitario,Soltero,3,Sí,No
2064,59,37615.19475796787,M,Bachillerato,Soltero,4,No,Sí
2065,37,52240.45223406783,F,Universitario,Divorciado,1,Sí,Sí
2066,41,55462.10444081992,M,Maestría,Soltero,1,No,No
2067,60,50107.67700361913,F,Universitario,Divorciado,2,No,Sí
2068,51,18702.83512443373,M,Universitario,Divorciado,3,No,Sí
2069,42,52407.344359602204,F,nan,Soltero,1,No,Sí
2070,46,83187.96559095863,F,Universitario,Soltero,2,No,Sí
2071,56,44599.41096864526,F,Maestría,nan,2,No,No
2072,48,39078.84353217018,M,nan,Casado,3,Sí,No
2073,64,55600.22839567097,n,nan,Divorciado,1,Sí,No
2074,60,54685.67315699858,M,Bachillerato,Soltero,1,Sí,Sí
2075,40,67891.02748124622,n,Bachillerato,Casado,1,No,Sí
2076,61,,n,Universitario,Soltero,0,No,No
2077,55,60970.70378862489,M,Universitario,Divorciado,1,No,No
2078,37,58856.33091877195,F,Universitario,Casado,4,Sí,No
2079,40,47867.801945891806,M,Bachillerato,Divorciado,0,Sí,Sí
2080,62,55080.30976882535,M,Bachillerato,Soltero,0,No,No
2081,33,65441.86222397536,M,Universitario,Soltero,0,No,Sí
2082,59,63084.73070042676,M,Bachillerato,Soltero,0,No,No
2083,25,32854.71031889407,F,Bachillerato,Casado,2,No,Sí
2084,38,62302.37280133227,F,Maestría,Casado,4,No,Sí
2085,18,49029.670924512226,F,Maestría,Casado,3,Sí,No
2086,25,51093.11147023273,M,Universitario,Casado,1,No,Sí
2087,46,,F,Universitario,Soltero,0,No,Sí
2088,49,47746.3551680261,M,Maestría,Soltero,3,No,No
2089,55,67875.61245660597,M,Bachillerato,Soltero,2,No,No
2090,22,48744.23060226182,M,Universitario,nan,3,Sí,No
2091,64,33206.80807425247,M,Universitario,Casado,0,No,Sí
2092,39,44097.05216045407,M,Universitario,Soltero,4,No,Sí
2093,64,,M,Bachillerato,Soltero,3,No,No
2094,51,68438.22176445575,F,Maestría,Casado,0,Sí,No
2095,18,,F,Universitario,Divorciado,0,No,Sí
2096,43,37241.97081879434,F,Maestría,Soltero,1,Sí,No
2097,60,87277.84875018337,F,nan,Soltero,1,No,No
2098,27,,n,Bachillerato,Soltero,4,No,Sí
2099,47,69130.86106998523,M,nan,Casado,1,No,Sí
2100,35,47724.283496341566,n,Bachillerato,Soltero,4,No,No
2101,34,58000.38867058174,F,Bachillerato,Soltero,2,No,Sí
2102,43,62592.02756777607,F,Bachillerato,Soltero,2,No,Sí
2103,25,68272.92067631384,F,Bachillerato,Soltero,1,No,No
2104,64,,F,nan,Soltero,2,No,No
2105,57,,F,Maestría,Divorciado,3,No,No
2106,29,45273.69903208837,F,Bachillerato,Divorciado,3,Sí,Sí
2107,44,41423.80937065908,F,Universitario,Soltero,3,Sí,No
2108,25,54989.11265486296,M,Maestría,Soltero,2,Sí,Sí
2109,42,63996.92108511604,M,Bachillerato,Soltero,3,Sí,No
2110,63,46659.189488350894,M,Bachillerato,Soltero,4,No,Sí
2111,21,65977.5794857158,M,Universitario,nan,0,No,Sí
2112,50,71789.25118229269,F,nan,Casado,1,Sí,No
2113,18,36255.186213898705,M,Bachillerato,nan,4,Sí,Sí
2114,36,,F,Maestría,Divorciado,3,Sí,No
2115,48,47894.37411641995,M,Universitario,Soltero,0,Sí,No
2116,33,54614.190022837945,n,Bachillerato,Casado,1,No,Sí
2117,31,42131.49479349423,F,Maestría,nan,4,Sí,Sí
2118,22,70283.04018300716,M,Universitario,Soltero,1,No,Sí
2119,58,56361.002922776766,M,Universitario,Divorciado,2,No,No
2120,43,50591.70572361109,F,Bachillerato,Divorciado,3,No,No
2121,45,28461.357141972087,n,Maestría,Casado,4,Sí,No
2122,19,30262.762753587394,n,Bachillerato,Casado,4,Sí,No
2123,23,54215.1387542271,M,Bachillerato,Divorciado,0,No,No
2124,26,18011.065607677458,n,nan,Divorciado,0,Sí,No
2125,50,65189.56114466108,F,Maestría,Soltero,0,Sí,Sí
2126,58,47627.692334415195,M,Maestría,Soltero,1,No,No
2127,42,98646.394543921,F,nan,Casado,3,No,No
2128,30,84618.74375924165,M,Universitario,Casado,1,Sí,No
2129,26,,M,Maestría,Divorciado,3,No,No
2130,30,48404.94496203028,M,Universitario,Casado,4,Sí,Sí
2131,48,64933.722710030444,M,Bachillerato,Soltero,1,Sí,Sí
2132,58,75547.58914877057,M,Maestría,Divorciado,1,No,Sí
2133,28,25429.564138459747,F,Bachillerato,Soltero,1,No,No
2134,21,23204.3680196797,F,Maestría,Divorciado,2,Sí,No
2135,51,40669.47791668428,M,Bachillerato,Divorciado,3,No,No
2136,55,58741.063747607965,F,Maestría,Soltero,3,Sí,Sí
2137,63,57453.103857613954,F,Bachillerato,Casado,1,No,No
2138,21,66046.57182475776,n,nan,Casado,2,Sí,No
2139,55,32004.537074520376,F,Maestría,Casado,1,No,Sí
2140,36,15257.842055466848,M,Universitario,Casado,3,Sí,Sí
2141,23,62870.21292953218,F,Bachillerato,Soltero,4,Sí,No
2142,51,37577.05590552148,F,Universitario,Divorciado,2,No,Sí
2143,35,19722.68203417043,F,Bachillerato,Soltero,2,Sí,No
2144,30,52175.95618939072,F,Universitario,Casado,1,Sí,No
2145,58,61897.63532328016,F,Maestría,Casado,4,Sí,Sí
2146,40,,F,Universitario,Soltero,3,Sí,No
2147,36,43132.274207262664,F,Universitario,Divorciado,0,Sí,Sí
2148,62,,n,Maestría,Soltero,3,No,Sí
2149,28,44441.25856398826,M,nan,Soltero,3,Sí,No
2150,18,29779.293320897494,M,Maestría,Soltero,4,Sí,Sí
2151,41,39279.789845143525,n,Bachillerato,Divorciado,2,Sí,No
2152,24,57819.19857520722,F,Universitario,Soltero,3,No,No
2153,42,,F,Maestría,Soltero,2,No,Sí
2154,38,52520.8970895023,F,Maestría,Casado,4,Sí,Sí
2155,32,35072.77277219931,M,Universitario,Soltero,4,Sí,Sí
2156,18,47277.452567964996,M,Bachillerato,Casado,1,No,No
2157,29,17344.02430335718,n,Universitario,Casado,0,No,No
2158,24,52677.14995828085,F,Maestría,Casado,4,Sí,No
2159,32,71432.86561720351,M,Bachillerato,Divorciado,4,No,No
2160,38,27888.018019368414,F,Universitario,Casado,2,Sí,No
2161,36,41211.08490023367,M,Maestría,Soltero,4,Sí,No
2162,46,54936.60168065195,n,Universitario,nan,3,Sí,No
2163,42,,M,Bachillerato,Casado,1,No,Sí
2164,50,43276.63075549776,F,nan,Casado,1,Sí,No
2165,49,39616.245061011556,M,Bachillerato,Soltero,3,Sí,No
2166,52,,M,Bachillerato,Casado,4,No,Sí
2167,61,51551.57193962159,F,Bachillerato,Divorciado,0,Sí,No
