ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_CivTil,Num_Hijos,Propietario_Vivienda,"Compra Realizada",Fecha_Compra
336,,36209.23112620365,M,Bachillerato,DiBorciado,2,No,noT,9 de August del 2015
337,46.0,12045.687158805056,F,Universitario,Casado,0,Sí,No,15 de August del 2022
338,63.0,45709.936671798336,F,Bachillerato,Soltero,4,No,Sí,10 de January del 2015
339,23.0,66514.39452497856,F,Universitario,,4,No,Sí,8 de July del 2022
340,52.0,79375.21181330891,M,,,3,Sí,No,20 de February del 2015
341,58.0,,F,Bachillerato,Soltero,0,No,No,24 de December del 2021
342,54.0,57450.48834854783,M,Universitario,Divorciado,3,Sí,Sí,13 de August del 2022
343,41.0,43020.3431482992,n,Universitario,Divorciado,4,No,Sí,8 de November del 2015
344,46.0,48410.774685437966,F,Maestría,Casado,1,No,Sí,28 de November del 2021
345,63.0,89665.15020525552,F,Maestría,Soltero,0,Sí,No,23 de March del 2019
346,48.0,27455.4450740727,M,Maestría,Divorciado,0,No,No,5 de August del 2017
347,52.0,53806.094922418604,M,Universitario,Divorciado,2,Sí,No,25 de June del 2019
348,50.0,57015.3975764815,M,Universitario,Casado,1,No,Sí,17 de July del 2021
349,38.0,66286.7948740902,M,,Soltero,1,Sí,No,21 de October del 2023
350,49.0,51469.747302063435,M,Maestría,,3,Sí,No,19 de February del 2016
351,40.0,54620.75809256153,M,,Casado,0,Sí,No,21 de July del 2019
352,50.0,44125.271488673134,n,Bachillerato,,3,Sí,No,31 de May del 2022
353,20.0,54036.90411867661,M,Bachillerato,Casado,1,No,Sí,5 de September del 2018
354,35.0,44852.11586753884,M,Bachillerato,Casado,2,Sí,No,6 de February del 2021
355,42.0,59323.57834784076,F,Maestría,Divorciado,0,Sí,No,Invalid Date
356,59.0,44455.84495934549,n,Bachillerato,Soltero,1,Sí,Sí,20 de March del 2020
357,48.0,55656.505908532796,M,Universitario,Casado,2,Sí,No,30 de July del 2023
358,,49561.057794725326,,Universitario,Casado,4,No,Sí,Invalid Date
359,57.0,66890.75376158251,n,Universitario,Divorciado,1,Sí,Sí,Invalid Date
360,63.0,49229.094146172705,n,Maestría,Casado,4,No,No,17 de December del 2022
361,41.0,23404.512976896778,F,Bachillerato,Casado,3,Sí,Sí,12 de May del 2018
362,49.0,68928.82251070987,F,Maestría,Soltero,4,Sí,No,14 de October del 2017
363,64.0,,M,Bachillerato,Casado,1,Sí,Sí,13 de March del 2016
364,39.0,40193.504920267704,F,Maestría,,4,Sí,Sí,
365,40.0,41065.08058934762,F,Maestría,Soltero,0,Sí,No,4 de November del 2018
366,19.0,70616.57139756226,M,Bachillerato,Divorciado,1,Sí,Sí,23 de July del 2017
367,44.0,17964.886790319568,M,Maestría,Soltero,2,No,No,27 de January del 2021
368,59.0,97066.22800489991,M,Bachillerato,Soltero,4,No,No,19 de December del 2022
369,19.0,65840.85213599078,M,Universitario,Casado,0,Sí,No,27 de April del 2020
370,43.0,53348.5837119374,F,Universitario,,3,Sí,No,20 de January del 2020
371,34.0,49176.5899907557,M,Universitario,Casado,3,Sí,Sí,
372,57.0,54283.311122864856,F,Maestría,Divorciado,4,No,No,1 de December del 2016
373,50.0,57816.836425690075,M,Universitario,Casado,3,Sí,Sí,28 de January del 2016
374,26.0,59678.23378925085,F,Bachillerato,Casado,2,No,No,24 de December del 2023
375,60.0,58334.066990051724,n,Universitario,Soltero,1,No,Sí,2 de February del 2021
376,56.0,51343.71021882873,n,Universitario,Casado,0,No,Sí,25 de November del 2021
377,46.0,47039.923695390105,F,Maestría,Casado,4,No,Sí,8 de December del 2021
378,59.0,47730.90074519732,F,Bachillerato,Casado,3,No,Sí,13 de April del 2021
379,43.0,47076.375794709784,F,Maestría,Casado,1,Sí,No,2 de September del 2022
380,52.0,67006.55145300596,M,Maestría,Soltero,2,No,No,10 de March del 2016
381,42.0,58903.35083421293,F,Bachillerato,Casado,3,No,Sí,26 de March del 2021
382,41.0,5894.170480035798,F,Maestría,,3,Sí,Sí,22 de July del 2016
383,30.0,59838.51164794641,F,Bachillerato,Divorciado,0,Sí,No,15 de February del 2017
384,24.0,52921.04292078162,F,Universitario,Casado,2,No,Sí,Invalid Date
385,53.0,49719.36865331154,F,Bachillerato,Casado,2,Sí,Sí,5 de April del 2018
386,62.0,44172.22320366671,F,Bachillerato,Casado,4,Sí,No,25 de January del 2021
387,37.0,66861.6907997902,F,Bachillerato,Soltero,0,Sí,Sí,Invalid Date
388,18.0,64212.89693184287,F,Maestría,Casado,4,No,Sí,2 de March del 2016
389,25.0,38406.834982645865,F,Bachillerato,Casado,0,No,No,14 de August del 2015
390,63.0,56105.78430686802,M,Bachillerato,Divorciado,2,Sí,Sí,28 de February del 2021
391,33.0,35425.14898188071,M,Bachillerato,Soltero,0,Sí,No,25 de August del 2020
392,31.0,29305.727528166044,F,Universitario,Soltero,0,No,No,9 de November del 2017
393,29.0,40599.24163115052,M,Bachillerato,Divorciado,0,No,No,27 de January del 2016
394,40.0,62935.902085741385,M,Maestría,Soltero,1,Sí,No,17 de March del 2021
395,32.0,64296.8756806413,F,Bachillerato,,1,No,Sí,3 de October del 2016
396,45.0,57696.28130145939,n,Bachillerato,Casado,2,No,No,6 de May del 2023
397,51.0,,n,Universitario,Divorciado,0,Sí,No,24 de March del 2019
398,19.0,57742.67430672437,F,Bachillerato,Soltero,2,Sí,Sí,1 de May del 2020
399,49.0,,F,Maestría,Soltero,1,No,No,13 de July del 2023
400,40.0,56478.83817010911,F,Bachillerato,Soltero,0,No,Sí,26 de September del 2015
401,39.0,62006.14287841524,M,Maestría,Divorciado,4,No,No,Invalid Date
402,42.0,61314.36994720361,n,Universitario,Casado,1,Sí,No,8 de July del 2015
403,39.0,67833.70057211965,M,Bachillerato,Divorciado,1,Sí,No,18 de August del 2018
404,39.0,60624.55770801596,F,Universitario,Casado,1,Sí,No,1 de September del 2023
405,59.0,55271.72311312374,F,Bachillerato,Divorciado,0,Sí,Sí,21 de June del 2017
406,23.0,66052.25357474641,M,Maestría,Casado,3,No,Sí,1 de December del 2017
407,32.0,49602.1811112641,F,Universitario,Soltero,4,Sí,Sí,21 de January del 2015
408,60.0,36771.88023158423,F,Bachillerato,,4,Sí,No,4 de April del 2022
409,54.0,47553.99554084354,M,,Soltero,2,No,No,26 de August del 2020
410,50.0,38826.46032790326,F,Universitario,Divorciado,0,Sí,No,27 de August del 2021
411,25.0,39872.325875384275,M,Bachillerato,Divorciado,1,No,Sí,Invalid Date
412,61.0,,F,,Divorciado,3,Sí,No,6 de May del 2016
413,61.0,,F,,Soltero,0,No,Sí,
414,22.0,45380.5770554144,n,Maestría,Casado,0,No,Sí,31 de July del 2015
415,56.0,21595.779995693214,n,Maestría,Soltero,3,No,Sí,19 de May del 2020
416,21.0,53199.405610594076,M,Universitario,Soltero,1,Sí,No,17 de November del 2019
417,23.0,50018.082130433366,M,Universitario,Casado,0,No,No,3 de September del 2020
418,62.0,37743.67053397714,M,Bachillerato,Casado,4,Sí,No,12 de November del 2019
419,49.0,59888.68502648608,F,Maestría,Casado,4,Sí,No,Invalid Date
420,47.0,64063.55206439838,F,Bachillerato,Casado,3,Sí,Sí,25 de August del 2016
421,64.0,25886.602034465388,M,Maestría,Soltero,1,Sí,Sí,11 de August del 2015
422,52.0,38559.12832150679,F,Universitario,Divorciado,3,Sí,No,30 de March del 2019
423,57.0,,F,Bachillerato,Soltero,0,Sí,No,28 de April del 2018
424,33.0,35901.45348336703,F,,Casado,4,No,No,2 de April del 2021
425,30.0,62442.12262897623,n,Maestría,Divorciado,2,No,Sí,31 de March del 2018
426,59.0,47092.60791840795,F,Maestría,Divorciado,3,Sí,No,12 de October del 2023
427,47.0,46032.27738034084,M,Maestría,Soltero,2,Sí,Sí,1 de December del 2017
428,36.0,19942.064533898698,F,Universitario,Soltero,2,Sí,Sí,Invalid Date
429,34.0,,F,Bachillerato,Soltero,4,Sí,Sí,16 de April del 2015
430,36.0,31411.12407719791,M,Maestría,Divorciado,3,Sí,Sí,15 de April del 2018
431,45.0,50898.989453994924,F,Universitario,Divorciado,2,No,Sí,19 de February del 2020
432,43.0,54160.654069372875,M,Maestría,Divorciado,0,No,Sí,9 de November del 2023
433,54.0,70409.87893757976,F,Bachillerato,Casado,1,Sí,Sí,12 de December del 2017
434,43.0,30367.69401321332,M,Maestría,Casado,1,Sí,No,29 de May del 2023
435,40.0,4707.317662687623,F,Bachillerato,Soltero,4,No,No,28 de September del 2019
436,26.0,52757.743171305425,n,Universitario,Divorciado,3,Sí,No,Invalid Date
437,29.0,77007.66772266281,F,Universitario,Soltero,3,Sí,Sí,3 de December del 2015
438,18.0,,M,Maestría,,1,Sí,Sí,13 de July del 2017
439,18.0,53144.891229119385,M,Bachillerato,Soltero,0,No,No,9 de July del 2020
440,64.0,42625.45721551929,M,Bachillerato,Casado,1,No,Sí,17 de January del 2023
441,51.0,62106.83894955966,F,Bachillerato,Divorciado,1,Sí,Sí,
442,49.0,35396.80700443297,M,Maestría,Casado,3,No,Sí,Invalid Date
443,42.0,57145.36654034329,M,,Divorciado,2,No,Sí,21 de January del 2023
444,57.0,57582.0523874994,M,Bachillerato,Soltero,0,Sí,Sí,5 de December del 2017
445,62.0,,M,Bachillerato,Divorciado,3,No,Sí,1 de July del 2018
446,18.0,91394.90058366617,M,Bachillerato,Casado,1,No,Sí,7 de August del 2016
447,33.0,55886.23950768151,M,,Divorciado,2,No,Sí,6 de August del 2022
448,56.0,42365.54561438752,M,Maestría,Soltero,0,No,Sí,13 de July del 2017
449,22.0,49616.38531712008,M,Bachillerato,Divorciado,4,No,Sí,22 de March del 2016
450,39.0,23463.861426663225,M,Bachillerato,,0,No,Sí,2 de December del 2023
451,46.0,39579.303033664124,M,Universitario,Soltero,0,Sí,Sí,17 de May del 2016
452,20.0,43860.76342830344,n,,Casado,1,Sí,No,11 de June del 2015
453,29.0,42138.674030981114,F,Bachillerato,Divorciado,1,Sí,Sí,23 de December del 2019
454,43.0,,M,,,4,No,Sí,5 de May del 2021
455,33.0,37663.70101426699,F,Universitario,Divorciado,4,Sí,No,6 de December del 2023
456,54.0,66815.46000986706,F,Universitario,Soltero,4,No,No,24 de April del 2020
457,39.0,50003.10597377296,M,Bachillerato,Casado,3,No,No,7 de February del 2022
458,46.0,49860.495182920786,M,Maestría,Casado,3,Sí,Sí,Invalid Date
459,31.0,45081.579252306234,M,Maestría,Divorciado,1,No,Sí,31 de December del 2022
460,45.0,52327.860257884684,n,Bachillerato,Casado,1,Sí,No,5 de January del 2019
461,22.0,62376.47397001452,M,Bachillerato,,4,No,No,19 de November del 2018
462,64.0,36993.0467643365,F,Universitario,Soltero,3,Sí,No,
463,47.0,40128.25266387115,M,Universitario,,2,Sí,Sí,2 de August del 2015
464,63.0,45444.10956835003,F,Maestría,Divorciado,3,Sí,Sí,12 de May del 2015
465,22.0,,F,Bachillerato,Soltero,1,Sí,No,27 de April del 2016
466,29.0,37711.13210417754,M,Universitario,Soltero,3,No,Sí,24 de November del 2021
467,33.0,42856.68689683011,M,Maestría,,1,Sí,Sí,3 de January del 2022
468,43.0,63115.83771069092,F,Maestría,Soltero,4,No,No,20 de June del 2022
469,43.0,53938.419935028876,F,Maestría,Soltero,4,Sí,No,
470,38.0,52903.848670513165,M,Universitario,Soltero,4,Sí,No,27 de May del 2016
471,56.0,,M,Universitario,Divorciado,2,Sí,Sí,1 de January del 2021
472,53.0,47939.42317400905,F,Bachillerato,Soltero,2,No,Sí,26 de December del 2015
473,50.0,55856.972748933345,M,Bachillerato,,1,Sí,Sí,16 de March del 2022
474,47.0,48451.67370601256,F,Maestría,Casado,0,Sí,Sí,3 de March del 2019
475,54.0,53980.435240994426,M,Maestría,,2,No,Sí,13 de November del 2018
476,40.0,41258.62013582627,M,,Soltero,1,Sí,No,24 de December del 2015
477,27.0,13417.742625853563,M,Universitario,Casado,3,No,Sí,28 de January del 2023
478,22.0,47985.81256720544,F,Bachillerato,Divorciado,4,Sí,Sí,24 de April del 2022
479,53.0,71341.2220414991,M,,Casado,4,Sí,No,Invalid Date
480,51.0,63893.23103362389,F,Bachillerato,Soltero,4,Sí,No,26 de July del 2017
481,48.0,,n,Universitario,Divorciado,1,No,No,30 de January del 2015
482,27.0,68541.96082709327,F,,Casado,4,Sí,No,19 de September del 2021
483,36.0,51329.86386442156,F,Bachillerato,Divorciado,2,Sí,Sí,15 de October del 2022
484,49.0,52959.73561108393,M,Bachillerato,Casado,3,Sí,Sí,12 de August del 2022
485,18.0,40735.22156848475,F,Universitario,Casado,4,No,No,
486,22.0,45258.90715959425,F,Bachillerato,Soltero,1,No,Sí,31 de March del 2021
487,62.0,59236.56724656712,F,Maestría,Soltero,3,No,No,11 de November del 2017
488,21.0,68058.26655753225,F,Universitario,Casado,4,No,Sí,7 de November del 2019
489,33.0,47908.305864785005,n,Bachillerato,Divorciado,0,No,Sí,24 de August del 2019
490,41.0,43247.16102722882,M,Bachillerato,Divorciado,4,No,Sí,12 de October del 2023
491,33.0,50007.91938284896,M,Universitario,Soltero,2,Sí,No,20 de April del 2021
492,19.0,59018.10123393672,F,Universitario,Casado,3,Sí,No,12 de September del 2018
493,45.0,28342.177757996873,F,Bachillerato,Soltero,2,Sí,Sí,6 de January del 2015
494,49.0,15557.28570294143,M,Maestría,Casado,0,Sí,Sí,5 de September del 2018
495,44.0,41741.94725762625,M,Universitario,,0,Sí,No,Invalid Date
496,37.0,31689.31361128762,F,,,2,No,No,31 de January del 2020
497,41.0,42377.897035290334,M,Bachillerato,Divorciado,3,No,Sí,4 de June del 2017
498,29.0,47783.29521773793,M,Maestría,Soltero,0,No,Sí,17 de January del 2017
499,52.0,43201.2738646548,F,Bachillerato,Casado,0,Sí,No,15 de May del 2016
500,50.0,71787.01301706118,M,,Soltero,4,No,Sí,29 de November del 2015
501,50.0,54901.1714690348,F,Bachillerato,Divorciado,1,Sí,No,2 de March del 2021
502,60.0,54507.11539416242,M,Bachillerato,Divorciado,0,No,No,23 de September del 2020
503,54.0,59333.10716065103,F,Maestría,Casado,3,Sí,Sí,30 de September del 2020
504,29.0,32917.50323328846,n,Bachillerato,Soltero,3,No,Sí,15 de April del 2016
505,20.0,65586.67681130403,F,Bachillerato,Divorciado,4,Sí,Sí,4 de October del 2022
506,18.0,48863.5357019681,F,Maestría,Soltero,3,No,No,28 de September del 2021
507,50.0,60057.20925861819,F,Universitario,Divorciado,4,Sí,No,4 de November del 2016
508,57.0,33922.14150439767,M,Maestría,Casado,0,No,No,23 de September del 2022
509,27.0,26693.618509759035,M,Maestría,Casado,0,Sí,Sí,6 de January del 2023
510,60.0,62268.344870375426,M,Maestría,Soltero,0,Sí,Sí,27 de April del 2017
511,61.0,55646.14289146275,F,Bachillerato,Casado,0,Sí,No,Invalid Date
512,46.0,36469.226684637346,M,Bachillerato,Divorciado,1,Sí,No,14 de March del 2023
513,30.0,36955.053780879585,F,Bachillerato,Casado,1,No,Sí,
514,29.0,66881.52176622154,F,Universitario,Divorciado,0,No,No,15 de April del 2019
515,48.0,32158.82160699008,M,Bachillerato,Divorciado,3,No,Sí,22 de November del 2015
516,63.0,74640.09429883945,F,Universitario,Casado,4,Sí,Sí,Invalid Date
517,19.0,36490.68898028197,M,Bachillerato,Divorciado,2,No,No,
518,52.0,59575.87888412575,F,Maestría,Divorciado,4,Sí,No,Invalid Date
519,40.0,45070.72286376523,F,Bachillerato,Soltero,2,No,No,2 de September del 2020
520,34.0,59047.81146623514,M,Universitario,Soltero,2,Sí,No,26 de March del 2020
521,43.0,41838.289968287114,F,Universitario,Soltero,0,No,No,1 de June del 2020
522,25.0,47558.106408915584,M,,,2,Sí,Sí,22 de July del 2015
523,46.0,50613.78763093582,F,Maestría,Soltero,0,Sí,No,12 de February del 2020
524,43.0,34967.18816327791,n,Bachillerato,Divorciado,1,No,Sí,11 de August del 2017
525,27.0,61112.36518130189,F,,Casado,3,No,No,11 de March del 2015
526,43.0,42301.79650292622,M,Bachillerato,Casado,2,No,No,Invalid Date
527,51.0,,M,Maestría,,3,Sí,No,Invalid Date
528,58.0,,n,Universitario,Casado,0,Sí,No,Invalid Date
529,24.0,11564.995118070343,M,Maestría,Divorciado,2,Sí,No,25 de May del 2016
530,21.0,,F,Universitario,,4,No,No,Invalid Date
531,62.0,86189.23132419374,F,Universitario,Soltero,1,Sí,Sí,3 de December del 2019
532,28.0,61769.06431847036,M,Universitario,Casado,1,No,No,27 de October del 2016
533,46.0,,M,Maestría,Soltero,2,Sí,No,
534,53.0,46056.637561875985,M,Bachillerato,Divorciado,1,No,No,19 de January del 2020
535,42.0,50336.9883921807,M,,Casado,4,Sí,No,14 de March del 2019
536,38.0,58206.78672762815,M,Bachillerato,Divorciado,3,Sí,Sí,25 de July del 2021
537,53.0,32287.807770367326,F,,Soltero,4,No,Sí,19 de August del 2019
538,27.0,66714.82542003308,M,Bachillerato,Divorciado,1,Sí,Sí,4 de December del 2022
539,54.0,60730.719731618665,F,Maestría,Casado,3,Sí,Sí,2 de January del 2018
540,26.0,60772.785885619014,n,Maestría,Casado,4,No,Sí,1 de November del 2020
541,41.0,56577.13608214591,M,Maestría,Soltero,0,Sí,Sí,30 de September del 2016
542,52.0,50294.249865409845,M,Maestría,Casado,0,No,No,2 de June del 2016
543,52.0,60092.918539502294,F,Maestría,Divorciado,3,No,No,30 de August del 2017
544,53.0,58877.212006120666,M,Maestría,Divorciado,3,Sí,Sí,30 de April del 2021
545,35.0,44689.38933588464,F,Maestría,Divorciado,3,Sí,No,19 de July del 2016
546,56.0,,F,Bachillerato,Divorciado,0,Sí,No,15 de July del 2023
547,49.0,51527.8444289298,F,Universitario,Soltero,4,No,No,26 de November del 2017
548,41.0,,M,Maestría,Divorciado,3,Sí,No,Invalid Date
549,40.0,31413.393865191487,F,Universitario,Soltero,0,No,No,19 de May del 2015
550,49.0,27987.1210137134,M,Maestría,Divorciado,3,Sí,Sí,25 de May del 2015
551,54.0,52471.41261854775,F,Maestría,Soltero,3,Sí,Sí,23 de January del 2016
552,29.0,50763.31552784027,M,Bachillerato,Divorciado,3,No,Sí,Invalid Date
553,30.0,52600.124965556126,F,Universitario,Divorciado,0,Sí,Sí,9 de November del 2023
554,40.0,53659.29796862751,M,Bachillerato,Soltero,4,Sí,Sí,24 de June del 2019
555,42.0,46651.966180477924,M,Bachillerato,Casado,0,Sí,Sí,Invalid Date
556,52.0,72347.95157903123,M,Universitario,Casado,0,Sí,No,13 de January del 2016
557,58.0,25986.440322852268,F,Bachillerato,Casado,3,Sí,Sí,
558,47.0,37572.54462829631,F,Maestría,,2,No,No,Invalid Date
559,34.0,48451.17859776429,M,Maestría,Casado,2,Sí,No,23 de November del 2016
560,37.0,25352.16783268749,F,Maestría,Casado,2,No,Sí,20 de December del 2020
561,42.0,,F,Maestría,Soltero,0,Sí,Sí,Invalid Date
562,39.0,74922.05248592027,n,Maestría,Casado,3,Sí,Sí,30 de March del 2017
563,30.0,50313.29732443942,F,Bachillerato,Casado,2,No,No,
564,36.0,,F,Bachillerato,Casado,1,Sí,Sí,6 de December del 2015
565,53.0,31097.528522411296,F,,Soltero,1,Sí,Sí,7 de March del 2021
566,29.0,40754.57887940784,F,Maestría,Soltero,1,No,Sí,Invalid Date
567,58.0,44372.054295140944,M,Bachillerato,Casado,4,No,No,18 de April del 2018
568,36.0,45234.27354865649,n,Universitario,Casado,3,Sí,Sí,23 de January del 2015
569,29.0,69224.65692505654,F,Bachillerato,Soltero,0,No,Sí,18 de April del 2018
570,26.0,58365.36591087687,M,Bachillerato,Casado,0,No,No,9 de April del 2015
571,24.0,33328.13064594452,M,Bachillerato,Soltero,3,No,No,10 de April del 2023
572,45.0,53697.571676480075,M,Bachillerato,Casado,4,No,No,7 de December del 2023
573,31.0,57473.32622745178,F,Bachillerato,Soltero,3,Sí,Sí,3 de October del 2021
574,48.0,67102.235577819,F,Universitario,,4,Sí,Sí,23 de January del 2022
575,36.0,73708.1102985256,F,Maestría,Divorciado,2,No,No,29 de October del 2021
576,64.0,34773.58712258197,F,Maestría,Soltero,2,Sí,Sí,Invalid Date
577,33.0,37837.137331844926,F,Universitario,Divorciado,4,No,No,11 de January del 2023
578,22.0,31136.332116280755,M,Maestría,Casado,3,Sí,No,
579,52.0,46489.70211339528,F,,Soltero,2,Sí,No,20 de September del 2015
580,29.0,56995.37561669502,M,Maestría,Soltero,3,No,No,12 de January del 2023
581,42.0,64810.01774883653,F,,Casado,2,No,No,16 de February del 2015
582,38.0,48860.73464536216,M,,,3,Sí,Sí,8 de April del 2020
583,53.0,45202.28715117734,F,Maestría,Soltero,3,Sí,Sí,10 de October del 2020
584,40.0,52276.3698837311,F,Maestría,Casado,1,Sí,Sí,19 de March del 2015
585,33.0,37472.856475549655,F,Maestría,Soltero,4,No,Sí,7 de June del 2020
586,56.0,81343.08082542161,F,,Casado,0,Sí,No,
587,62.0,25885.08459322912,F,Bachillerato,Soltero,4,No,Sí,16 de December del 2015
588,59.0,52771.108683435865,F,Bachillerato,Casado,3,No,No,14 de January del 2023
589,56.0,80354.0932884446,M,Universitario,Casado,3,No,No,22 de April del 2018
590,31.0,50101.99766839996,F,Maestría,Divorciado,4,Sí,Sí,18 de August del 2015
591,48.0,47149.41447497758,M,Universitario,Divorciado,3,No,Sí,3 de April del 2017
592,22.0,44638.31865784359,F,,Divorciado,2,Sí,No,22 de July del 2021
593,52.0,47294.12477356388,n,,Casado,3,No,Sí,
594,40.0,70592.72712014796,M,Maestría,Soltero,4,Sí,Sí,25 de July del 2022
595,46.0,16822.0713300574,M,,,4,Sí,Sí,2 de March del 2019
596,60.0,73001.50551944488,M,Maestría,Divorciado,4,No,Sí,14 de January del 2019
597,28.0,,M,Maestría,Casado,1,No,No,Invalid Date
598,35.0,46000.21506148378,M,Universitario,Divorciado,1,Sí,No,2 de January del 2015
599,64.0,43561.33369552007,F,Universitario,Divorciado,1,Sí,Sí,Invalid Date
600,29.0,58828.299046560795,M,Universitario,Soltero,1,No,No,11 de June del 2021
601,26.0,26028.134721743787,F,,Soltero,1,No,No,Invalid Date
